"SampleID","BirdID","Isolator","DPI","BodySite","Infection","BodySiteInf","BodyWt_g","SizeStd_BursaWt","Sex","Age_days","ratio_16s","EID50.mL","HI","UT_IFN.a","UT_IFN.b","UT_IFN.g","UT_IFN.l","UT_IL.6","UT_OAS","UT_Mx","UT_LITAF","CT_IFN.g","CT_IFN.l","CT_OAS","CT_Mx","CT_IL4","CT_IL5","CT_IL6","CT_IL10","CT_IL12","CT_LITAF","DateCollected","DateProcessed","DateExtracted","Extractor","NanoDrop","DNA.uL","Buffer.uL","Conc_ng.uL","Copies_16s"
"cIL165","306",4,"13DPC","ILE","CKPA","ILE_CKPA",643,1.547122862,"M",32,218.0960961,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","10/30/2018","H. Ji",33.3,20,0,33.3,145252
"cIL166","307",4,"14DPC","ILE","CKPA","ILE_CKPA",605,1.141983471,"F",32,37.7254902,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","10/30/2018","H. Ji",10.2,20,0,10.2,7696
"cIL167","281",5,"14DPC","ILE","TKMN","ILE_TKMN",613,1.733278956,"M",32,1084.583799,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",71.6,20,0,71.6,1553124
"cIL168","282",5,"14DPC","ILE","TKMN","ILE_TKMN",524,1.173091603,"F",32,11.784,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",140,14,6,100,23568
"cIL169","283",5,"14DPC","ILE","TKMN","ILE_TKMN",551,1.279310345,"F",32,33.2166065,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",27.7,20,0,27.7,18402
"cIL170","284",5,"14DPC","ILE","TKMN","ILE_TKMN",764,1.468717277,"M",32,92.48251748,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",14.3,20,0,14.3,26450
"cIL171","285",5,"14DPC","ILE","TKMN","ILE_TKMN",689,1.608708273,"M",32,2.524390244,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",8.2,20,0,8.2,414
"cIL172","286",5,"14DPC","ILE","TKMN","ILE_TKMN",490,1.466122449,"M",32,49.5815,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",156.3,13,7,100,99163
"cIL173","287",5,"14DPC","ILE","TKMN","ILE_TKMN",721,1.910263523,"M",32,3.250325945,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",76.7,20,0,76.7,4986
"cIL174","288",5,"14DPC","ILE","TKMN","ILE_TKMN",380,0.984736842,"F",32,159.5678808,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",30.2,20,0,30.2,96379
"cIL175","289",6,"14DPC","ILE","TKMN","ILE_TKMN",418,0.7284689,"F",32,0.611111111,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",4.5,20,0,4.5,55
"cIL176","290",6,"14DPC","ILE","TKMN","ILE_TKMN",587,1.38483816,"F",32,43079.69,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",127.9,16,4,100,86159380
"cIL177","291",6,"14DPC","ILE","TKMN","ILE_TKMN",410,1.293902439,"F",32,28.25436681,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",45.8,20,0,45.8,25881
"cIL178","292",6,"14DPC","ILE","TKMN","ILE_TKMN",515,1.09223301,"M",32,47.30827068,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",13.3,20,0,13.3,12584
"cIL179","293",6,"14DPC","ILE","TKMN","ILE_TKMN",708,1.85720339,"M",32,1.164835165,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",27.3,20,0,27.3,636
"cIL180","294",6,"14DPC","ILE","TKMN","ILE_TKMN",676,1.653106509,"M",32,48.55194805,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",77,20,0,77,74770
"cIL181","295",6,"14DPC","ILE","TKMN","ILE_TKMN",638,1.551253918,"M",32,112.1656716,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",33.5,20,0,33.5,75151
"cIL182","296",6,"14DPC","ILE","TKMN","ILE_TKMN",600,1.070833333,"M",32,5.079819277,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","10/5/2018","11/6/2018","H. Ji",33.2,20,0,33.2,3373
"cLL365","201",1,"5DPC","LRT","Mock","LRT_Mock",184,3.17173913,"F",23,1.904481132,NA,NA,1.669027576,0.926415083,1.283393616,0.492030311,0.765461929,0.071870102,-1.771456839,0.303880144,-2.282068856,-2.85304172,-3.088383204,-4.562505048,-3.852982008,-2.795019518,-1.199996548,-1.770410454,-2.645377545,-1.34015186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",42.4,20,0,42.4,1615
"cLL366","202",1,"5DPC","LRT","Mock","LRT_Mock",150,3.34,"M",23,7.550632911,NA,NA,-1.425672424,-1.885984917,-3.626106384,0.682730311,-2.421038071,1.127670102,0.619143161,0.195180144,-1.305668856,-2.79534172,-3.062283204,-2.510705048,-3.561682008,-2.664019518,-1.033796548,-2.387610454,-2.334377545,-0.98435186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",15.8,20,0,15.8,2386
"cLL367","203",1,"5DPC","LRT","Mock","LRT_Mock",207,2.423671498,"F",23,274.4567404,NA,NA,-0.310772424,-1.072684917,-0.035106384,-0.915969689,0.395761929,1.554270102,-0.293756839,0.974280144,-1.140668856,-0.06404172,-2.215283204,-1.036505048,-2.319682008,-1.528119518,0.433903452,-1.410010454,-1.142777545,0.76214814,"3/10/2018","9/18/2018","1/7/2019","H. Ji",49.7,20,0,49.7,272810
"cLL368","204",1,"5DPC","LRT","Mock","LRT_Mock",176,3.559659091,"M",23,1.772525849,NA,NA,1.225827576,0.319415083,-0.071006384,0.522430311,0.354161929,0.996070102,-0.626356839,0.136680144,-2.402068856,1.21785828,-2.150383204,-1.942705048,-2.910082008,-2.820819518,-1.199496548,-2.789310454,-2.268877545,-0.56685186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",67.7,20,0,67.7,2400
"cLL369","205",1,"5DPC","LRT","Mock","LRT_Mock",206,3.030582524,"F",23,9.4205,NA,NA,-0.507772424,0.224415083,1.022993616,0.001130311,0.278861929,0.101870102,1.243143161,0.013480144,-1.896968856,-1.97944172,-2.528283204,-4.950005048,-2.562282008,-2.466419518,-1.507996548,-3.029810454,-1.791377545,-0.98995186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",120.4,17,3,100,18841
"cLL370","206",1,"5DPC","LRT","Mock","LRT_Mock",143,2.733566434,"F",23,2.25648415,NA,NA,-0.738772424,0.744515083,0.454993616,0.482330311,0.394261929,-0.721029898,-1.610556839,-0.064319856,-2.218568856,-0.71864172,-2.798183204,-1.526005048,-3.132882008,-3.031219518,-1.599496548,-1.632910454,-2.055277545,-1.96125186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",34.7,20,0,34.7,1566
"cLL371","207",1,"5DPC","LRT","Mock","LRT_Mock",179,4.603351955,"F",23,1.169934641,NA,NA,-0.148972424,-0.221384917,0.682393616,-0.284069689,0.604561929,-1.619129898,-3.097356839,-0.346719856,2.237931144,-0.51014172,-2.886383204,2.150794952,0.307717992,2.271680482,-0.671096548,1.800589546,1.639722455,0.29434814,"3/10/2018","9/18/2018","1/7/2019","H. Ji",45.9,20,0,45.9,1074
"cLL372","208",1,"5DPC","LRT","Mock","LRT_Mock",168,3.858928571,"M",23,2.924107143,NA,NA,0.058427576,0.266315083,0.881593616,0.583730311,0.278061929,-0.371629898,-2.365956839,0.230280144,-2.122368856,-0.76874172,-2.141083204,-2.750905048,-1.631782008,-2.585419518,-0.979596548,-2.119110454,-1.083677545,-0.41015186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",33.6,20,0,33.6,1965
"cLL373","209",2,"5DPC","LRT","Mock","LRT_Mock",128,4.25234375,"F",23,6226.631443,NA,NA,0.099327576,-0.575384917,-1.944106384,-1.202169689,-0.945538071,-0.075429898,0.648143161,-1.006919856,-1.340668856,-1.17064172,-0.176083204,-2.141805048,-1.144482008,-1.800819518,0.502203452,-0.879210454,-0.961377545,1.01694814,"3/10/2018","9/18/2018","1/7/2019","H. Ji",19.4,20,0,19.4,2415933
"cLL374","210",2,"5DPC","LRT","Mock","LRT_Mock",145,3.083448276,"F",23,1.584782609,NA,NA,-0.000572424,-0.257984917,-0.618106384,-0.026969689,0.183061929,-0.822429898,0.337943161,-2.802319856,-2.257168856,-1.72964172,3.460716796,-2.600105048,-1.487482008,-2.467819518,1.749103452,-1.954710454,-1.332077545,-0.70355186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",69,20,0,69,2187
"cLL375","211",2,"5DPC","LRT","Mock","LRT_Mock",170,3.869411765,"M",23,3.115853659,NA,NA,0.297127576,0.868315083,0.459793616,-0.377869689,-0.906738071,-1.182429898,0.040343161,0.139980144,-2.670468856,0.19615828,-1.521083204,-1.443505048,-0.130882008,-2.678919518,-0.706796548,-0.899510454,-0.575777545,-1.12695186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",24.6,20,0,24.6,1533
"cLL376","213",2,"5DPC","LRT","Mock","LRT_Mock",189,2.914285714,"M",23,2.527322404,NA,NA,-0.527472424,-0.054484917,-0.154206384,-0.219169689,-0.160338071,-0.321529898,0.225443161,0.705480144,-2.180968856,-0.31824172,-1.914783204,-2.492305048,-0.341182008,-3.090819518,-0.485396548,-1.876510454,-0.236677545,-1.32275186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",36.6,20,0,36.6,1850
"cLL377","215",2,"5DPC","LRT","Mock","LRT_Mock",161,3.856521739,"M",23,3.339583333,NA,NA,-3.681772424,-1.805084917,-2.593706384,-1.853769689,-1.876338071,-0.662129898,-0.610256839,-1.856719856,-1.505768856,-1.03794172,-0.971683204,-3.846405048,-2.405882008,-2.354119518,-0.133096548,-2.048710454,-2.208877545,1.01574814,"3/10/2018","9/18/2018","1/7/2019","H. Ji",24,20,0,24,1603
"cLL378","216",2,"5DPC","LRT","Mock","LRT_Mock",177,3.403389831,"F",23,5.966,NA,NA,-2.330272424,0.150515083,-0.261906384,0.194530311,0.022461929,-1.238229898,0.166643161,0.578080144,-1.451768856,1.63685828,-0.394683204,0.959594952,1.554317992,-0.709019518,0.412603452,0.609589546,0.210322455,-0.17595186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",25,20,0,25,2983
"cLL379","297",2,"5DPC","LRT","Mock","LRT_Mock",196,3.645918367,"M",23,0.796,NA,NA,0.608027576,0.356515083,-1.521506384,0.356030311,0.180861929,-1.435729898,1.452243161,-0.898019856,-1.624068856,-1.42964172,-0.259283204,-0.892005048,1.799817992,-0.681119518,0.502103452,-1.056510454,-0.562477545,-0.93845186,"3/10/2018","9/18/2018","1/7/2019","H. Ji",190.5,10,10,100,1592
"cLL380","298",2,"5DPC","LRT","Mock","LRT_Mock",137,3.781021898,"F",23,9.050847458,NA,NA,-1.929172424,-2.125584917,-2.526906384,-0.840069689,-0.406338071,-0.195429898,-2.647056839,-0.070519856,-0.803468856,1.79655828,-0.309183204,-1.699205048,1.817317992,-0.258519518,0.749603452,1.186789546,1.191322455,1.04124814,"3/10/2018","9/18/2018","1/7/2019","H. Ji",5.9,20,0,5.9,1068
"cLL381","233",3,"5DPC","LRT","CKPA","LRT_CKPA",152,3.130921053,"M",23,2.677692308,NA,NA,1.251327576,2.437315083,1.656393616,5.140630311,0.327361929,7.098370102,0.728443161,0.325880144,-3.788468856,0.49095828,-1.258883204,0.102794952,-0.327082008,-2.290819518,-1.413996548,-0.876810454,0.350522455,-2.12025186,"3/10/2018","9/18/2018","1/9/2019","H. Ji",65,20,0,65,3481
"cLL382","234",3,"5DPC","LRT","CKPA","LRT_CKPA",130,3.717692308,"M",23,0.871,NA,NA,-0.289172424,-2.012684917,2.244893616,2.100830311,0.917961929,5.514070102,1.180243161,-0.012719856,-0.306868856,0.05405828,3.762116796,-3.338205048,-2.882182008,-1.937219518,3.179903452,-1.807910454,0.030422455,1.52994814,"3/10/2018","9/18/2018","1/9/2019","H. Ji",107.4,19,1,100,1742
"cLL383","235",3,"5DPC","LRT","CKPA","LRT_CKPA",108,2.526851852,"M",23,25.7535,NA,NA,2.203927576,4.468515083,2.636893616,7.415630311,3.642061929,6.882970102,1.417143161,0.134980144,-1.888968856,0.74085828,2.209416796,-1.099605048,-0.375582008,-2.159619518,1.198303452,-1.300210454,0.802022455,-0.89925186,"3/10/2018","9/18/2018","1/9/2019","H. Ji",139.4,14,6,100,51507
"cLL384","236",3,"5DPC","LRT","CKPA","LRT_CKPA",159,3.703773585,"F",23,4.634529148,NA,NA,-0.219972424,1.416115083,3.227093616,3.461330311,1.488361929,6.307470102,2.048643161,0.174080144,-1.268168856,-0.07894172,2.649216796,-1.539205048,0.004017992,-2.601319518,2.228203452,-1.612410454,-0.043277545,-0.58565186,"3/10/2018","9/18/2018","1/9/2019","H. Ji",89.2,20,0,89.2,8268
"cLL385","250",3,"5DPC","LRT","CKPA","LRT_CKPA",161,2.831677019,"M",23,338.98307,NA,NA,1.472527576,3.045615083,1.878993616,6.049230311,3.892861929,7.789170102,1.280043161,-0.006319856,-1.054768856,-0.63934172,1.646616796,0.018894952,1.336217992,-0.992219518,1.187703452,-0.280910454,0.051222455,-0.15295186,"3/10/2018","9/18/2018","1/9/2019","H. Ji",44.3,20,0,44.3,300339
"cLL386","252",3,"5DPC","LRT","CKPA","LRT_CKPA",96,3.080208333,"M",23,0.163841808,NA,NA,3.527427576,4.495615083,3.778493616,8.146930311,4.043161929,7.464770102,1.627243161,0.405580144,1.212531144,-0.98754172,3.253216796,-3.248305048,-1.313082008,-1.526619518,4.198803452,-0.588210454,-0.961077545,1.34274814,"3/10/2018","9/18/2018","1/9/2019","H. Ji",53.1,20,0,53.1,174
"cLL387","302",3,"5DPC","LRT","CKPA","LRT_CKPA",189,1.495238095,"F",23,1.208,NA,NA,0.436527576,2.065515083,5.333393616,5.383130311,1.903861929,7.019470102,0.809243161,0.195780144,-0.330368856,0.24175828,2.917216796,-1.998805048,0.900417992,-1.748419518,2.022603452,-1.282210454,-0.317877545,-0.04275186,"3/10/2018","9/18/2018","1/9/2019","H. Ji",215.2,9,11,100,2416
"cLL388","301",3,"5DPC","LRT","CKPA","LRT_CKPA",120,4.153333333,"F",23,0.275469169,NA,NA,1.568627576,3.041315083,3.103593616,5.992730311,1.574361929,6.805370102,-1.122556839,-0.885319856,-3.783968856,0.59525828,1.795816796,0.252094952,0.589917992,-1.214119518,1.933103452,-0.615810454,-0.243177545,0.12144814,"3/10/2018","9/18/2018","1/9/2019","H. Ji",74.6,20,0,74.6,411
"cLL389","241",4,"5DPC","LRT","CKPA","LRT_CKPA",108,1.547222222,"M",23,7.519859813,NA,NA,1.984427576,5.716515083,4.900193616,8.392830311,2.633161929,7.121970102,0.274343161,0.460180144,-1.359268856,0.36805828,3.003116796,-1.474505048,0.022617992,-1.695219518,2.083003452,-1.358010454,-0.148277545,-0.90845186,"3/10/2018","9/18/2018","1/9/2019","H. Ji",42.8,20,0,42.8,6437
"cLL390","242",4,"5DPC","LRT","CKPA","LRT_CKPA",142,4.285211268,"M",23,0.481132075,NA,NA,0.705227576,2.455115083,3.357493616,6.068630311,1.034561929,4.991670102,1.113443161,1.081280144,-0.035168856,-1.79094172,2.544116796,-3.611405048,-1.887682008,-2.163419518,2.383003452,-1.784610454,-1.204877545,0.96524814,"3/10/2018","9/18/2018","1/9/2019","H. Ji",58.3,20,0,58.3,561
"cLL391","243",4,"5DPC","LRT","CKPA","LRT_CKPA",141,3.804964539,"M",23,11.12002413,NA,NA,0.625427576,1.163115083,3.039793616,5.917030311,0.790361929,7.048470102,1.876743161,0.603480144,0.481031144,-1.07554172,2.296716796,-2.362005048,-0.912782008,-1.479819518,2.296103452,-1.855210454,-1.028477545,0.36454814,"3/10/2018","9/18/2018","1/9/2019","H. Ji",82.9,20,0,82.9,18437
"cLL392","244",4,"5DPC","LRT","CKPA","LRT_CKPA",179,3.323463687,"M",23,0.37,NA,NA,0.358827576,3.236015083,4.151993616,4.756030311,2.175961929,6.466570102,1.738343161,0.972180144,-0.334468856,-1.28714172,2.495116796,-1.975205048,-0.343382008,-0.606319518,1.882803452,-0.971010454,-0.757277545,0.45414814,"3/10/2018","9/18/2018","1/9/2019","H. Ji",199.8,10,10,100,740
"cLL393","245/6",4,"5DPC","LRT","CKPA","LRT_CKPA",138,2.626811594,"M",23,0.449056604,NA,NA,1.433527576,4.484415083,3.854693616,5.458230311,2.307261929,7.381170102,-0.095056839,0.524780144,-1.074168856,-1.45804172,2.339916796,-1.397505048,-0.357082008,-1.014019518,1.756803452,-0.895810454,1.330122455,0.40554814,"3/10/2018","9/18/2018","1/9/2019","H. Ji",79.5,20,0,79.5,714
"cLL394","247",4,"5DPC","LRT","CKPA","LRT_CKPA",164,3.072560976,"F",23,0.307457213,NA,NA,-1.377972424,1.695815083,3.554793616,5.284830311,0.389961929,6.283770102,0.266443161,0.950080144,-0.697568856,0.93375828,3.182516796,-0.932805048,1.017117992,-1.467719518,1.840503452,-0.116810454,0.339722455,-0.58505186,"3/10/2018","9/18/2018","1/9/2019","H. Ji",81.8,20,0,81.8,503
"cLL395","248",4,"5DPC","LRT","CKPA","LRT_CKPA",130,3.319230769,"F",23,5.16252588,NA,NA,1.082527576,3.026315083,4.132993616,5.624730311,1.708561929,6.655370102,0.209243161,0.547580144,-1.035968856,-0.88524172,1.597116796,-2.246305048,-1.673582008,-3.216619518,0.902903452,-2.057010454,-0.756177545,-0.18335186,"3/10/2018","9/18/2018","1/9/2019","K. Taylor",48.3,20,0,48.3,4987
"cLL396","259",4,"5DPC","LRT","CKPA","LRT_CKPA",135,3.311851852,"F",23,74.40546697,NA,NA,0.808327576,2.166615083,2.832893616,5.791430311,1.647961929,6.816770102,-0.394056839,1.334080144,-0.511868856,-0.01684172,2.876216796,0.089194952,0.119717992,-1.125619518,2.298203452,-0.826610454,0.238222455,1.54974814,"3/10/2018","9/18/2018","1/9/2019","K. Taylor",87.8,20,0,87.8,130656
"cLL397","265",5,"5DPC","LRT","TKMN","LRT_TKMN",169,3.160946746,"M",23,1.014164306,NA,NA,1.726627576,1.224015083,1.537493616,0.501830311,0.424661929,5.541570102,1.675443161,1.395280144,-1.122768856,-2.59604172,0.205116796,-3.809005048,-2.386082008,-4.285819518,1.235003452,-1.660510454,-2.080077545,-0.40975186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",35.3,20,0,35.3,716
"cLL398","266",5,"5DPC","LRT","TKMN","LRT_TKMN",112,3.504464286,"M",23,5.618959108,NA,NA,1.641127576,-0.173884917,-0.353006384,-1.380469689,0.599061929,5.142070102,1.416643161,-1.011819856,-1.067568856,0.67335828,2.916916796,0.741694952,2.026517992,0.145080482,1.508503452,0.175689546,0.850722455,-1.28505186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",26.9,20,0,26.9,3023
"cLL399","267",5,"5DPC","LRT","TKMN","LRT_TKMN",195,2.909230769,"F",23,0.3,NA,NA,2.862027576,3.630715083,4.210393616,1.375230311,1.193161929,6.763470102,1.650143161,-0.152119856,-1.839168856,0.62925828,3.051816796,-0.729705048,0.502517992,-2.177519518,1.763303452,-0.977610454,0.979522455,0.25794814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",84,20,0,84,504
"cLL400","268",5,"5DPC","LRT","TKMN","LRT_TKMN",89,3.439325843,"F",23,3.483333333,NA,NA,2.543027576,1.236715083,1.028993616,1.790930311,0.513161929,5.981970102,1.155443161,0.201480144,-2.013068856,0.78015828,2.387816796,-0.700005048,0.056917992,-2.106319518,1.056003452,-1.464010454,0.728722455,0.42264814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",27,20,0,27,1881
"cLL401","269",5,"5DPC","LRT","TKMN","LRT_TKMN",118,2.529661017,"M",23,0.35021097,NA,NA,3.645427576,6.089015083,5.561593616,8.319630311,4.124261929,7.145170102,1.130443161,1.100080144,-2.092268856,-0.31314172,2.554216796,-0.100605048,1.441317992,-1.208919518,2.063503452,-0.335710454,0.625222455,-0.78855186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",94.8,20,0,94.8,664
"cLL402","270",5,"5DPC","LRT","TKMN","LRT_TKMN",136,1.955882353,"M",23,0.40776699,NA,NA,2.954727576,2.152915083,2.713093616,2.230130311,1.087061929,6.840370102,1.778143161,0.229480144,-0.858068856,0.45865828,3.622016796,-1.286205048,-0.516582008,-3.423819518,2.719103452,-1.601510454,-0.172977545,0.66164814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",51.5,20,0,51.5,420
"cLL403","271",5,"5DPC","LRT","TKMN","LRT_TKMN",92,3.058695652,"F",23,0.331360947,NA,NA,1.801127576,1.303515083,0.522793616,1.717930311,0.660461929,5.830770102,1.799043161,-0.059819856,-1.496668856,1.73005828,-0.040483204,-0.236205048,-1.267682008,-1.411019518,0.171903452,-0.549910454,0.398422455,-0.38905186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",67.6,20,0,67.6,448
"cLL404","272",5,"5DPC","LRT","TKMN","LRT_TKMN",128,3.79375,"F",23,0.112087912,NA,NA,0.913727576,1.694315083,1.539993616,1.436630311,0.369661929,5.503770102,0.282643161,0.402080144,-0.682568856,0.59345828,3.069816796,-0.840205048,1.680017992,-0.845819518,1.858803452,0.872589546,1.257222455,-0.34635186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",91,20,0,91,204
"cLL405","273",6,"5DPC","LRT","TKMN","LRT_TKMN",165,3.430909091,"M",23,2.659803922,NA,NA,-1.357372424,-0.464484917,-1.487706384,0.394630311,0.437761929,4.225170102,0.130843161,-1.277819856,-1.490168856,1.26135828,3.610016796,-1.168305048,0.524217992,-0.895019518,3.052803452,-0.738510454,0.305522455,0.93444814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",51,20,0,51,2713
"cLL406","274",6,"5DPC","LRT","TKMN","LRT_TKMN",124,1.987903226,"F",23,2,NA,NA,3.119127576,3.606715083,2.965493616,5.400930311,2.315361929,6.533570102,1.626843161,0.361780144,-3.250868856,0.27885828,2.511816796,-2.740105048,-0.457282008,-2.862719518,-0.014896548,-1.892310454,-0.555377545,-1.44045186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",43.5,20,0,43.5,1740
"cLL407","275",6,"5DPC","LRT","TKMN","LRT_TKMN",140,2.700714286,"F",23,0.044,NA,NA,0.576427576,0.759115083,-1.912506384,0.869230311,0.492861929,4.628270102,0.383143161,-0.656819856,-0.322368856,0.80155828,3.485916796,-0.660105048,1.557517992,-0.679719518,2.332403452,-0.158010454,1.698322455,0.34704814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",212.3,9,11,100,88
"cLL408","276",6,"5DPC","LRT","TKMN","LRT_TKMN",143,2.03006993,"M",23,3.350378788,NA,NA,2.705927576,0.999515083,-0.594006384,1.489130311,1.191461929,4.250170102,0.564143161,0.390880144,-1.303568856,0.91645828,1.720616796,-0.652005048,-0.150982008,-2.249319518,1.662103452,-1.151110454,0.624122455,1.48154814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",26.4,20,0,26.4,1769
"cLL409","277",6,"5DPC","LRT","TKMN","LRT_TKMN",178,2.061797753,"M",23,26.80189959,NA,NA,0.853727576,0.789415083,-0.555806384,1.129830311,1.589861929,5.446970102,0.189443161,-0.113119856,-1.468868856,0.32995828,1.541316796,-0.296105048,1.138017992,-1.472519518,0.804103452,-0.523210454,-0.012077545,0.98714814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",73.7,20,0,73.7,39506
"cLL410","278",6,"5DPC","LRT","TKMN","LRT_TKMN",160,1.933125,"F",23,1.779220779,NA,NA,0.992527576,0.334115083,0.551393616,1.046330311,0.025461929,4.179270102,0.734543161,-0.737119856,-1.535168856,1.10475828,3.591116796,-1.668205048,-1.373482008,-2.109219518,3.646003452,-1.245610454,-0.309277545,-0.17705186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",38.5,20,0,38.5,1370
"cLL411","279",6,"5DPC","LRT","TKMN","LRT_TKMN",152,3.618421053,"M",23,799.4632107,NA,NA,0.626827576,-0.035284917,-1.736006384,1.182230311,2.253761929,4.727670102,-0.330656839,-1.171319856,-0.655768856,1.19575828,1.871516796,-0.465405048,0.884217992,-3.985619518,-1.248196548,-0.018210454,0.138522455,-1.84345186,"3/10/2018","9/18/2018","1/8/2019","H. Ji",29.9,20,0,29.9,478079
"cLL412","280",6,"5DPC","LRT","TKMN","LRT_TKMN",165,1.60969697,"M",23,0.2335,NA,NA,1.537427576,2.223115083,-1.131606384,2.004830311,0.453161929,4.772070102,-0.657156839,-1.550919856,-1.084568856,-1.08424172,2.944816796,-2.066505048,-1.229982008,-2.254619518,1.834303452,-0.826910454,-1.052277545,0.07974814,"3/10/2018","9/18/2018","1/8/2019","H. Ji",118.1,17,3,100,467
"cLL413","217",1,"14DPC","LRT","Mock","LRT_Mock",688,1.720494186,"F",32,7.641666667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","9/18/2018","1/7/2019","K. Taylor",6,20,0,6,917
"cLL414","218",1,"14DPC","LRT","Mock","LRT_Mock",649,1.261787365,"M",32,4.870967742,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","9/18/2018","1/7/2019","K. Taylor",9.3,20,0,9.3,906
"cLL415","219",1,"14DPC","LRT","Mock","LRT_Mock",663,1.660935143,"M",32,2.470833333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/19/2018","9/18/2018","1/7/2019","K. Taylor",12,20,0,12,593
